NAME,LATITUDE,LONGITUDE,TYPE
Callingwood Park,53.50833,-113.62236,Water Play
Avonmore Park,53.51007,-113.44823,Flying Eagle
Rutherford (Alexander Rutherford Park),53.41914,-113.53634,Flying Eagle
Terwillegar Town  (Tomlinson Park),53.44998,-113.58674,Green Shack
Alberta Avenue Park,53.57099,-113.48398,Water Play
Pleasantview (Angus Murray Park ),53.49391,-113.51058,Green Shack
Sherbrooke Park,53.57487,-113.54826,Flying Eagle
Minchau Park,53.46889,-113.40877,Green Shack
Daly Grove Park,53.44884,-113.3994,Flying Eagle
Eastwood Park,53.5748,-113.46496,Green Shack
Willowby Park (Ormsby Place),53.49666,-113.63768,Green Shack
Cumberland Park,53.61094,-113.54442,Green Shack
Greenfield Park,53.4736,-113.52717,Green Shack
Walker,53.41537,-113.43576,Flying Eagle
Killarney Park,53.59062,-113.47501,Green Shack
Ottewell Park,53.53073,-113.42417,Water Play
Hamptons Park,53.49107,-113.68268,Green Shack
Montrose Park,53.57232,-113.43305,Green Shack
South Terwillegar Park,53.44033,-113.57864,Water Play
Delwood Park,53.59655,-113.45778,Green Shack
Highlands Park,53.5679,-113.43343,Water Play
G. Edmund Kelly Water Spray Park,53.61232,-113.46209,Water Play
Chappelle,53.40681,-113.57314,Flying Eagle
Bears Paw,53.44422,-113.49921,Pop Up Play
Delton Park,53.57837,-113.47621,Green Shack
Glenridding Area,53.42066,-113.60286,Pop Up Play
Bellevue,53.56821,-113.44906,Green Shack
Elmwood Park,53.58156,-113.45692,Water Play
Cloverdale (Gallagher Park),53.53597,-113.47239,Pop Up Play
Mill Woods Recreation Centre,53.45682,-113.44411,Youth Programs
Magrath Park,53.4496,-113.55961,Green Shack
Elmwood Park,53.58156,-113.45692,Green Shack
Capilano,53.55646,-113.42272,Green Shack
Brookside Park,53.49129,-113.56726,Green Shack
Ellerslie,53.42984,-113.46061,Water Play
William Hawrelak Park - YegYouth Music Festival,53.5273,-113.54699,Youth Events
Kinsmen Sports Centre - YegYouth Dive in Movie,53.52619,-113.50531,Youth Events
Hazeldean Park,53.50332,-113.47754,Flying Eagle
Ottewell Park,53.53073,-113.42417,Flying Eagle
Queen Alexandra Park,53.50944,-113.50914,Water Play
Kiniski Gardens Park,53.4778,-113.40416,Green Shack
Blackmud Creek,53.42075,-113.51488,Green Shack
Richfield Park,53.46895,-113.4524,Green Shack
Gold Bar Park,53.54859,-113.4136,Water Play
Allendale Park,53.50097,-113.50244,Green Shack
Sifton Park,53.59412,-113.40938,Flying Eagle
Pollard Meadows Park,53.44779,-113.41249,Green Shack
Parkallen (Ellingson Park),53.50316,-113.51823,Water Play
Blackburne Park,53.42938,-113.49949,Pop Up Play
Maple Ridge (Maple Downs Park),53.50288,-113.36597,Green Shack
Westmount Park,53.55498,-113.54456,Flying Eagle
Shaw Conference Centre - City Challenge,53.54182,-113.48472,Youth Events
Kitchener Park (Oliver),53.54458,-113.51765,Green Shack
Aldergrove Park,53.51897,-113.63491,Flying Eagle
Sheila Bowker Park (Parkdale),53.56299,-113.47143,Green Shack
Wellington Park,53.59648,-113.55036,Green Shack
King Edward Park,53.51324,-113.46135,Green Shack
Belvedere Park,53.59412,-113.435,Green Shack
Lansdowne Park,53.48683,-113.54603,Water Play
Northmount Park,53.60324,-113.48155,Green Shack
Ellerslie,53.42984,-113.46061,Green Shack
Holyrood Park,53.53126,-113.45309,Green Shack
Belvedere Park,53.59412,-113.435,Flying Eagle
MacEwan Park,53.42929,-113.53065,Green Shack
St. Francis Xavier Sports Centre,53.52903,-113.60356,Youth Programs
Hollick Kenyon Park,53.57514,-113.42459,Flying Eagle
Parkallen (Ellingson Park),53.50316,-113.51823,Green Shack
Castle Downs Skate Park,53.61434,-113.52111,Skate Park
Secord Park,53.53375,-113.68949,Green Shack
Homesteader Park,53.58705,-113.41254,Green Shack
Lynnwood Park,53.51624,-113.5898,Flying Eagle
Athlone Park,53.58915,-113.54592,Flying Eagle
Lee Ridge,53.4714,-113.4428,Flying Eagle
Clareview Community Recreation Centre,53.60235,-113.40214,Youth Programs
Overlanders Park,53.57954,-113.38393,Green Shack
Prince Charles Park,53.57861,-113.5412,Green Shack
Hazeldean Park,53.50332,-113.47754,Green Shack
Strathearn (Ecole Gabrielle-Roy),53.53007,-113.46292,Flying Eagle
Sherbrooke Park,53.57481,-113.54827,Green Shack
Maple Ridge (Maple Downs Park),53.50288,-113.36597,Flying Eagle
Ermineskin Park,53.45686,-113.50602,Green Shack
Colonel F.C. Jamieson Park (Jamieson),53.4897,-113.65144,Flying Eagle
Westridge Park,53.5064,-113.60315,Pop Up Play
Ottewell Park,53.53091,-113.42396,Green Shack
Baturyn Park,53.63253,-113.50487,Green Shack
Glenora Park,53.54658,-113.55716,Flying Eagle
Strathearn (Ecole Gabrielle-Roy),53.53007,-113.46292,Water Play
Callingwood South,53.50833,-113.62236,Green Shack
Laurel,53.45116,-113.38561,Flying Eagle
Lymburn Park,53.46889,-113.40877,Green Shack
Keswick Area,53.41955,-113.63974,Green Shack
Cameron Heights,53.47313,-113.63649,Pop Up Play
Hudson Park,53.60775,-113.55608,Water Play
Riverdale Park,53.54138,-113.47324,Pop Up Play
Grandview School Park,53.49903,-113.54665,Green Shack
Michael’s Park,53.48043,-113.4462,Green Shack
Norwood Square Park (Alberta Avenue),53.56007,-113.48837,Green Shack
John Devoldere Memorial Park (Elmwood),53.5166,-113.60655,Water Play
Satoo Park,53.44626,-113.45911,Flying Eagle
Gordan Drynan Park (Britannia Youngstown),53.54611,-113.60944,Green Shack
Bulyea Heights  (G.M.V Bulyea Park),53.47281,-113.57194,Green Shack
North Glenora Park,53.55576,-113.55702,Green Shack
Jubilee Park (Beacon Heights),53.30859,-113.5372,Green Shack
Bonnie Doon Park,53.5274,-113.47028,Green Shack
Bonnie Doon Park,53.5274,-113.47028,Water Play
Laurel,53.45116,-113.38561,Green Shack
Mill Woods Spray Park,53.4571,-113.43457,Water Play
Evansdale Park,53.6104,-113.48262,Flying Eagle
Belmont Park,53.59325,-113.39377,Green Shack
Cloverdale (Gallagher Park),53.53597,-113.47239,Water Play
Gordan Drynan Park (Britannia Youngstown),53.54611,-113.60944,Green Shack
Glenora Park,53.54404,-113.55506,Green Shack
ATB Arts Barn - Arts Jam,53.52003,-113.49571,Youth Events
Steinhauer Park,53.46448,-113.50474,Flying Eagle
Canossa,53.63354,-113.5225,Green Shack
Kenilworth Park,53.52255,-113.43752,Pop Up Play
Grovenor Park,53.54621,-113.56776,Green Shack
Montrose Park,53.57232,-113.43305,Flying Eagle
Brander Gardens Park,53.49368,-113.57569,Green Shack
Aldergrove Park,53.51897,-113.63491,Green Shack
Rutherford (Alexander Rutherford Park),53.41914,-113.53634,Green Shack
Forest Heights,53.54347,-113.45156,Pop Up Play
Aspen Gardens (Westbrook Park ),53.47549,-113.54072,Flying Eagle
Canon Ridge Park,53.58043,-113.37849,Green Shack
Fulton Ravine South Skate Park,53.53968,-113.42656,Skate Park
Suder Greens Park,53.52101,-113.6845,Green Shack
Athlone Park,53.58915,-113.54592,Green Shack
Mill Woods Skate Park,53.4584,-113.44165,Skate Park
Kameyosek Park,53.46124,-113.44334,Green Shack
South Terwillegar Park,53.44033,-113.57864,Green Shack
Malmo Plains Park,53.48508,-113.53041,Flying Eagle
Glastonbury Park,53.50667,-113.66758,Green Shack
Athlone Park,53.58915,-113.54592,Water Play
Menisa Park,53.44278,-113.44732,Green Shack
Callingwood South,53.50833,-113.62236,Flying Eagle
Rio Terrace,53.50866,-113.58943,Green Shack
Elsinore Chambery Park (Castlebrook),53.6412,-113.50562,Green Shack
Sweet Grass Park,53.46305,-113.52926,Green Shack
Kensington Park,53.5959,-113.53071,Green Shack
Gold Bar Park,53.54859,-113.4136,Green Shack
Lago Lindo Park,53.63479,-113.48742,Green Shack
Oxford Park,53.61789,-113.54567,Green Shack
Hillview,53.46805,-113.42773,Green Shack
Callingwood Skate Park,53.50394,-113.62516,Skate Park
Satoo Park,53.44626,-113.45911,Green Shack
Kaskitayo Skate Park,53.449,-113.51594,Skate Park
Killarney Park,53.59062,-113.47501,Flying Eagle
Keheewin Park,53.44841,-113.503,Green Shack
Rio Terrace,53.50866,-113.58943,Water Play
Central McDougall Park,53.55521,-113.50386,Flying Eagle
Fraser Park,53.61066,-113.37295,Green Shack
Gold Bar Park,53.54859,-113.4136,Flying Eagle
Potter Greens Park,53.51797,-113.67508,Pop Up Play
Tipaskan Park,53.46313,-113.46026,Green Shack
Lendrum Place Park,53.49449,-113.52497,Green Shack
Crawford Plains,53.44089,-113.4044,Green Shack
Silver Berry Park,53.4578,-113.38449,Green Shack
Jackson Heights (Annie May Jackson Park),53.48335,-113.40742,Flying Eagle
Kinsmen Spray Park,53.52664,-113.50592,Water Play
Riverdale Park,53.54138,-113.47324,Water Play
Rhatigan Ridge (Thomas Rhatigan Park),53.4746,-113.58302,Green Shack
Kirkness Park,53.61171,-113.38509,Green Shack
Windsor Park,53.52354,-113.53556,Flying Eagle
Borden Park (Virgina Park),53.56385,-113.4517,Water Play
Carter Crest (Robert Carter Park),53.4645,-113.57418,Pop Up Play
Queen Mary Park,53.55417,-113.52469,Green Shack
Commonwealth Community Recreation Centre,53.55822,-113.47633,Youth Programs
Parkallen (Ellingson Park),53.50316,-113.51823,Flying Eagle
Larkspur Park,53.4804,-113.38708,Green Shack
Westmount Park,53.55498,-113.54456,Water Play
Laurier Heights Park,53.51756,-113.56848,Water Play
Summerlea Park,53.52707,-113.62392,Pop Up Play
Matt Berry Park,53.62192,-113.43131,Green Shack
Blue Quill Park,53.45794,-113.52491,Green Shack
Windermere,53.42674,-113.62116,Green Shack
Alberta Avenue Park,53.57128,-113.48383,Green Shack
Glenora Park,53.54667,-113.55689,Water Play
Laurier Heights Park,53.51756,-113.56848,Green Shack
Greenview Park,53.47364,-113.42645,Green Shack
Castle Downs Spray Park,53.61683,-113.52553,Water Play
Belle Rive (Poplar Park),53.62752,-113.47115,Green Shack
Laurier Heights Park,53.62343,-113.50095,Flying Eagle
Wellington Park,53.59659,-113.55073,Water Play
Twin Brooks Park,53.44302,-113.52659,Green Shack
LaPerle Park,53.53337,-113.644,Green Shack
Westview Village Park,53.55302,-113.69236,Green Shack
Trumpeter,53.59115,-113.66844,Pop Up Play
Glenwood,53.53568,-113.60506,Green Shack
Calder Community Park,53.58885,-113.52639,Green Shack
High Park,53.55639,-113.58635,Pop Up Play
McKernan Park,53.51096,-113.51914,Water Play
Woodcroft (Coronation Park),53.56522,-113.5622,Water Play
Spruce Avenue Park,53.56542,-113.49754,Green Shack
Quesnell Heights,53.51015,-113.57376,Pop Up Play
Ambleside Park,53.43332,-113.60425,Green Shack
Summerside Park,53.41292,-113.46159,Flying Eagle
Norwood Square Park (Alberta Avenue),53.56007,-113.48837,Flying Eagle
Schonsee Park,53.633,-113.45926,Flying Eagle
Holyrood Park,53.53126,-113.45309,Water Play
Henderson Park,53.46886,-113.59783,Flying Eagle
Baturyn Park,53.63253,-113.50487,Flying Eagle
Kensington Park,53.5959,-113.53071,Water Play
Henderson Park,53.46886,-113.59783,Green Shack
Jubilee Park (Beacon Heights),53.30859,-113.5372,Water Play
Sifton Park,53.59412,-113.40938,Green Shack
Johnny Bright Sports Park (West Meadowlark),53.5293,-113.60673,Water Play
Windermere,53.42674,-113.62116,Flying Eagle
Jasper Park,53.52096,-113.58508,Green Shack
Canora Park,53.54732,-113.58259,Green Shack
Ogilvie Ridge Park,53.46332,-113.56218,Pop Up Play
Abbottsfield (Abbott School Park),53.57358,-113.38998,Flying Eagle
Strathcona Park,53.52239,-113.49318,Green Shack
South Terwillegar Park,53.44033,-113.57864,Flying Eagle
Ekota Park,53.4502,-113.44097,Green Shack
Crestwood,53.53291,-113.56834,Pop Up Play
Haddow Park,53.45346,-113.59699,Green Shack
Fraser Park,53.61066,-113.37295,Flying Eagle
Empire Park,53.48601,-113.50861,Green Shack
Giovanni Caboto Park (McCauley),53.55632,-113.48414,Green Shack
Hollick Kenyon Park,53.57514,-113.42459,Green Shack
Avonmore Park,53.51007,-113.44823,Water Play
Bannerman Park,53.60416,-113.37884,Green Shack
Kildare Park,53.60557,-113.45631,Green Shack
Tamarack Park,53.47031,-113.36098,Flying Eagle
Kenilworth Park,53.52274,-113.43763,Water Play
John Devoldere Memorial Park (Elmwood),53.5166,-113.60655,Green Shack
Carlisle Park,53.60501,-113.52374,Green Shack
Maple Leaf Park (Griesbach),53.60815,-113.49799,Green Shack
St. Teresa of Calcutta School Park (Boyle Street),53.55186,-113.47609,Green Shack
Rosslyn Park,53.59414,-113.51225,Green Shack
Tamarack Park,53.47031,-113.36098,Green Shack
Brookside Park,53.49129,-113.56726,Flying Eagle
Sweet Grass Park,53.46305,-113.52926,Flying Eagle
Haddow Park,53.45346,-113.59699,Flying Eagle
Coliseum Parking Lot - McDavid Cup,53.57213,-113.45571,Youth Events
Belmead Park,53.52596,-113.63553,Green Shack
Thorncliff Park,53.51608,-113.62073,Green Shack
Paisley,53.41446,-113.56047,Green Shack
Royal Gardens Park,53.47768,-113.53525,Water Play
Falconer Heights Park,53.46315,-113.58849,Pop Up Play
Avonmore Park,53.51007,-113.44823,Green Shack
Rosslyn Park,53.594,-113.51208,Water Play
Summerside Park,53.41292,-113.46159,Green Shack
Gariepy Park,53.49403,-113.62264,Green Shack
Malmo Plains Park,53.48508,-113.53041,Green Shack
Wild Rose (Kitlitz Park),53.46993,-113.38504,Green Shack
Hudson Park,53.60775,-113.55608,Flying Eagle
Clareview Skateboard Park,53.60086,-113.40267,Skate Park
Aspen Gardens (Westbrook Park ),53.47549,-113.54072,Water Play
Bisset Park,53.46185,-113.39943,Green Shack
Sheriff Robertson Park (Cromdale),53.55895,-113.46634,Green Shack
Central McDougall Park,53.55521,-113.50386,Green Shack
Ozerna Park,53.62089,-113.44868,Green Shack
Sherwood,53.52909,-113.58752,Pop Up Play
Patricia Heights Park,53.51138,-113.60393,Pop Up Play
Duggan Park,53.47321,-113.50642,Green Shack
Dunluce Park,53.62367,-113.52508,Green Shack
Lauderdale Park,53.58857,-113.50318,Green Shack
Dovercourt Park,53.57596,-113.55784,Pop Up Play
Lansdowne Park,53.48683,-113.54603,Green Shack
Mayliewan Park,53.56189,-113.45158,Green Shack
Westwood Park,53.57614,-113.49991,Green Shack
Queen Elizabeth Outdoor Pool - YegYouth Pool Party,53.52788,-113.50565,Youth Events
Daly Grove Park,53.44884,-113.3994,Green Shack
Schonsee Park,53.633,-113.45926,Green Shack
Lendrum Place Park,53.49449,-113.52497,Water Play
Meadowlark Park,53.52668,-113.59562,Green Shack
Weinlos,53.46107,-113.41481,Green Shack
Royal Gardens Park,53.47821,-113.53577,Green Shack
McQueen Park,53.55451,-113.57216,Pop Up Play
Eastwood Park,53.5712,-113.47237,Water Play
Hudson Park,53.60775,-113.55608,Green Shack
Forest Heights,53.54347,-113.45156,Water Play
Oleskiw (Wolf Willow Park),53.49884,-113.6032,Pop Up Play
Giovanni Caboto Park (McCauley),53.55632,-113.48414,Water Play
Ritchie Park,53.51395,-113.48144,Water Play
Strathearn (Ecole Gabrielle-Roy),53.53007,-113.46292,Green Shack
Inglewood School Park,53.5662,-113.53941,Green Shack
Clarke Stadium - YEGYouth World Cup Soccer,53.55822,-113.47633,Youth Events
Strathcona Park,53.52239,-113.49318,Water Play
Kernohan Park,53.59343,-113.38357,Pop Up Play
Sakaw,53.44127,-113.42848,Green Shack
Boyle Street - Lord of the Parks,53.54791,-113.4822,Youth Events
Glengarry Spray Deck,53.59555,-113.48469,Water Play
Belgravia,53.50982,-113.53064,Pop Up Play
The Orchards at Ellerslie,53.41046,-113.47437,Green Shack
Brintnell Park,53.61876,-113.4088,Green Shack
Rosenthal,53.51728,-113.69616,Flying Eagle
Leger (Terwillegar Heights District Park),53.46,-113.57583,Green Shack
Sherbrooke Park,53.57487,-113.54826,Water Play
Lorelei Park,53.62343,-113.50095,Green Shack
Carlton Park,53.61999,-113.55985,Flying Eagle
Walker,53.41537,-113.43576,Green Shack
Greenfield Park,53.4736,-113.52717,Water Play
Ramsay Heights  (James Ramsay Park),53.48095,-113.5813,Green Shack
